title,type,genres,releaseYear,imdbId,imdbAverageRating,imdbNumVotes,availableCountries
"Safe House",movie,"Action, Thriller",2012,tt1599348,6.7,244247,
"This Means War",movie,"Action, Comedy, Romance",2012,tt1596350,6.3,197749,
"Cabin in the Sky",movie,"Comedy, Drama, Fantasy",1943,tt0035703,7.1,3669,
"Malabar Princess",movie,Drama,2004,tt0362048,6.1,700,
"Tom and Jerry in Shiver Me Whiskers",movie,"Adventure, Animation, Comedy",2006,tt0808508,6.4,2375,
"Hansel & Gretel: Witch Hunters",movie,"Action, Fantasy, Horror",2013,tt1428538,6.1,222244,
"The Big City",movie,Drama,1963,tt0057277,8.3,5303,
"Red Dawn",movie,"Action, War",2012,tt1234719,5.3,82373,
"The Thing",movie,"Horror, Mystery, Sci-Fi",2011,tt0905372,6.2,150673,
"Time Without Pity",movie,"Crime, Drama, Film-Noir",1957,tt0049856,6.8,2199,
"Toys in the Attic",movie,"Animation, Family, Fantasy",2009,tt1342403,6.4,847,
"The Pee-Wee Herman Show on Broadway",movie,Comedy,2011,tt1839648,7.6,882,
"Fimfárum 2",movie,Animation,2006,tt0496296,7.3,260,
"Shake! Otis at Monterey",movie,"Documentary, Music, Short",1987,tt0093951,7.9,918,
"Rise of the Planet of the Apes",movie,"Action, Drama, Sci-Fi",2011,tt1318514,7.6,593061,
"The Painted Hills",movie,"Drama, Family, Western",1951,tt0043895,4.2,1305,
Anonymous,movie,"Drama, Thriller",2011,tt1521197,6.8,42749,
"Murderous Maids",movie,"Biography, Crime, Drama",2000,tt0216578,6.8,1348,
"Dark Shadows",movie,"Comedy, Fantasy, Horror",2012,tt1077368,6.2,288320,
"Money No Enough II",movie,"Comedy, Drama",2008,tt1305907,6,263,
"Dolphin Tale",movie,"Drama, Family",2011,tt1564349,6.8,26274,
"New Year's Eve",movie,"Comedy, Romance",2011,tt1598822,5.6,91473,
"In the Gloaming",movie,Drama,1997,tt0119362,7,1629,
Intruders,movie,"Fantasy, Horror, Thriller",2011,tt1634121,5.4,21692,
"One Sings, the Other Doesn't",movie,"Drama, History",1977,tt0076855,7.4,2888,
"My Babysitter's a Vampire",movie,"Adventure, Comedy, Crime",2010,tt1673423,6.1,4500,
Chance,movie,"Comedy, Drama",2009,tt1264879,6.5,465,
"The Fever",movie,Drama,2004,tt0368725,5.6,1399,
"Dana Carvey: Squatting Monkeys Tell No Lies",movie,Comedy,2008,tt1251752,6.9,476,
"The Officer's Ward",movie,"Drama, Romance, War",2001,tt0273148,7.4,1772,
"Cinema Verite",movie,Drama,2011,tt1623742,6.5,4122,
"Total Recall",movie,"Action, Adventure, Sci-Fi",2012,tt1386703,6.2,272138,
"Straw Dogs",movie,"Action, Drama, Thriller",2011,tt0999913,5.8,36969,
"The Great Gatsby",movie,"Drama, Romance",2013,tt1343092,7.2,621150,
"Extremely Loud & Incredibly Close",movie,"Adventure, Drama, Mystery",2011,tt0477302,6.9,106629,
"21 Jump Street",movie,"Action, Comedy, Crime",2012,tt1232829,7.2,623586,
"It's Not You, It's Me",movie,"Comedy, Romance",2010,tt1421046,5.7,1131,
"Grudge Match",movie,"Comedy, Drama, Sport",2013,tt1661382,6.4,63945,
"It All Came True",movie,"Comedy, Crime, Drama",1940,tt0032643,6.6,1580,
Sweetie,movie,"Comedy, Drama",1989,tt0098725,6.7,5675,
"Too Big to Fail",movie,"Biography, Drama",2011,tt1742683,7.2,20181,
"The Descendants",movie,"Comedy, Drama",2011,tt1033575,7.3,256337,
"Green Lantern: Emerald Knights",movie,"Action, Adventure, Animation",2011,tt1683043,6.7,15305,
"The Girl with the Dragon Tattoo",movie,"Crime, Drama, Mystery",2011,tt1568346,7.8,513995,
"Happy Feet Two",movie,"Adventure, Animation, Comedy",2011,tt1402488,5.8,49362,
"Of Parents and Children",movie,"Comedy, Drama",2008,tt1259775,7,197,
"Rules of Lies",movie,Drama,2006,tt0934928,6.9,267,
"Up and Down",movie,"Comedy, Drama",2004,tt0401488,7,2008,
"Úcastníci zájezdu",movie,Comedy,2006,tt0795488,6.2,1089,
"Glee: The 3D Concert Movie",movie,"Comedy, Documentary, Music",2011,tt1922612,5.6,6136,
"Right America: Feeling Wronged - Some Voices from the Campaign Trail",movie,Documentary,2009,tt1372293,7.1,435,
"Richard Jeni: A Big Steaming Pile of Me",movie,Comedy,2005,tt0448100,7.4,301,
"Scooby-Doo! Legend of the Phantosaur",movie,"Adventure, Animation, Comedy",2011,tt1777608,6.6,3325,
"Omar Killed Me",movie,"Biography, Crime, Drama",2011,tt1710590,6.6,1754,
"The Student Prince",movie,"Musical, Romance",1954,tt0047537,6.5,1051,
Katka,movie,"Biography, Documentary, Drama",2010,tt1533061,7.6,348,
"Watch on the Rhine",movie,"Drama, Thriller",1943,tt0036515,7.1,5277,
Elysium,movie,"Action, Drama, Sci-Fi",2013,tt1535108,6.6,482517,
Warcraft,movie,"Action, Adventure, Fantasy",2016,tt0803096,6.7,289110,
"Seventh Son",movie,"Action, Adventure, Fantasy",2014,tt1121096,5.5,82163,
"The Karate Guard",movie,"Animation, Comedy, Family",2005,tt0482053,6.2,257,
"Lilla spöket Laban",movie,"Animation, Family",2006,tt0953478,6,112,
"Batman: Year One",movie,"Action, Animation, Crime",2011,tt1672723,7.3,39328,
"The Hunger Games",movie,"Action, Adventure, Sci-Fi",2012,tt1392170,7.2,1044036,
Kon-Tiki,movie,"Adventure, Biography, Drama",2012,tt1613750,7.1,53388,
"Love Crimes of Kabul",movie,Documentary,2011,tt2032489,6.8,265,
"There's Something Wrong with Aunt Diane",movie,"Crime, Documentary",2011,tt2011325,6.6,6979,
"D.L. Hughley: Unapologetic",movie,"Comedy, Documentary",2007,tt1114667,6.8,218,
"El Diablo",movie,"Comedy, Western",1990,tt0099493,6,1277,
Polisse,movie,"Crime, Drama",2011,tt1661420,7.3,15951,
"American Reunion",movie,Comedy,2012,tt1605630,6.7,229317,
"Entre nos",movie,Drama,2009,tt1212456,7.3,1206,
"The Iron Lady",movie,"Biography, Drama",2011,tt1007029,6.4,115252,
"Jack and Jill",movie,Comedy,2011,tt0810913,3.3,93287,
Ted,movie,Comedy,2012,tt1637725,6.9,684478,
"The Pirates! Band of Misfits",movie,"Action, Adventure, Animation",2012,tt1430626,6.7,53003,
"The Last Wave",movie,"Drama, Fantasy, Mystery",1977,tt0076299,6.9,11803,
"I'm Staying!",movie,"Comedy, Romance",2003,tt0348841,5.3,802,
"Red Tails",movie,"Action, Drama, History",2012,tt0485985,5.9,37982,
"Thunder Over the Plains",movie,"Drama, Western",1953,tt0046426,6.4,1026,
"Carson City",movie,"Drama, Western",1952,tt0044488,6.4,1262,
"Fort Worth",movie,"Drama, Western",1951,tt0043557,6.2,876,
"Lightning Strikes Twice",movie,"Crime, Drama, Film-Noir",1951,tt0043744,6.5,1580,
"Journey 2: The Mysterious Island",movie,"Action, Adventure, Comedy",2012,tt1397514,5.7,116558,
"Tom and Jerry & The Wizard of Oz",movie,"Adventure, Animation, Comedy",2011,tt2027255,6.1,2466,
"Heir to an Execution: A Granddaughter's Story",movie,Documentary,2004,tt0388996,7,471,
"The Threat",movie,"Crime, Drama, Film-Noir",1949,tt0041963,6.7,1252,
"Where Got Ghost?",movie,"Comedy, Horror",2009,tt1488177,5.1,203,
"Singapore Dreaming",movie,Drama,2006,tt0768837,7,370,
"Sidewalk Stories",movie,Comedy,1989,tt0098325,7.2,653,
"Plans for Tomorrow",movie,Drama,2010,tt1543037,6.2,381,
"The Big Year",movie,Comedy,2011,tt1053810,6.2,49539,
"David Spade: Take the Hit",movie,"Comedy, Documentary",1998,tt0233528,6.4,430,
"Sakalí léta",movie,"Comedy, Musical",1993,tt0108027,6.5,473,
"The Secret Fury",movie,"Film-Noir, Mystery, Thriller",1950,tt0042935,6.6,1412,
"We Bought a Zoo",movie,"Comedy, Drama, Family",2011,tt1389137,7,156311,
"The Grey",movie,"Action, Adventure, Drama",2011,tt1601913,6.7,269183,
Marcela,movie,"Documentary, Drama",2007,tt1058550,7.7,108,
"All for the Good of the World and Nosovice!",movie,"Comedy, Documentary",2010,tt1776798,6.9,76,
"Robert Klein: Unfair and Unbalanced",movie,"Comedy, Documentary",2010,tt1799572,6.3,107,
"Whoopi: Back to Broadway - The 20th Anniversary",movie,"Comedy, Documentary",2005,tt0455230,8.1,270,
"World Without End",movie,"Adventure, Romance, Sci-Fi",1956,tt0049964,5.8,2632,
"The Purchase Price",movie,"Comedy, Drama",1932,tt0023362,6.4,2002,
Oblivion,movie,"Action, Adventure, Sci-Fi",2013,tt1483013,7,571111,
"Red Lights",movie,"Drama, Fantasy, Mystery",2012,tt1748179,6.2,68645,
"Gloria: In Her Own Words",movie,Documentary,2011,tt2036377,7.6,196,
Hysteria,movie,"Biography, Comedy, Romance",2011,tt1435513,6.7,33763,
"My Week with Marilyn",movie,"Biography, Drama",2011,tt1655420,6.9,90715,
"No Rest for the Wicked",movie,"Crime, Thriller",2011,tt1661862,6.4,5708,
"The Expendables 2",movie,"Action, Adventure, Thriller",2012,tt1764651,6.6,328954,
"12 Years a Slave",movie,"Biography, Drama, History",2013,tt2024544,8.1,765116,
"Live for Life",movie,"Drama, Romance",1967,tt0062452,6.3,706,
"Mad Max: Fury Road",movie,"Action, Adventure, Sci-Fi",2015,tt1392190,8.1,1166260,
"6 Days to Air: The Making of South Park",movie,"Comedy, Documentary",2011,tt2076781,7.7,3462,
"The Devil Inside",movie,Horror,2012,tt1560985,4.2,38106,
"Hotel Transylvania",movie,"Animation, Comedy, Family",2012,tt0837562,7,297620,
"The Dictator",movie,Comedy,2012,tt1645170,6.5,351117,
"Justice League: Doom",movie,"Action, Animation, Fantasy",2012,tt2027128,7.4,38094,
Innocence,movie,"Drama, Thriller",2011,tt1808331,6.8,536,
Leaving,movie,"Comedy, Drama",2011,tt1464251,5.9,250,
Chronicle,movie,"Adventure, Drama, Sci-Fi",2012,tt1706593,7,270815,
Lansky,movie,"Crime, Drama",1999,tt0173974,5.5,2145,
"The Thunder of God",movie,"Comedy, Drama",1965,tt0059823,6.6,605,
"Jupiter Ascending",movie,"Action, Adventure, Sci-Fi",2015,tt1617661,5.3,198506,
"End of Watch",movie,"Action, Crime, Drama",2012,tt1855199,7.6,281508,
"The Butcher of Prague",movie,"Drama, History, War",2011,tt1754123,6.8,1594,
"Touki Bouki",movie,Drama,1973,tt0070820,7,4402,
Contraband,movie,"Action, Adventure, Crime",2012,tt1524137,6.4,127887,
"The Lucky One",movie,"Drama, Mystery, Romance",2012,tt1327194,6.4,116400,
"The Smurfs 2",movie,"Adventure, Animation, Comedy",2013,tt2017020,5.3,48350,
"That Certain Woman",movie,"Drama, Romance",1937,tt0029650,6.4,1767,
Stampede,movie,Western,1949,tt0041917,6,251,
Juarez,movie,"Biography, Drama, History",1939,tt0031516,6.9,2658,
"Big Miracle",movie,"Biography, Drama, Romance",2012,tt1430615,6.5,20929,
"Nova Zembla",movie,"Drama, History",2011,tt1911607,5.8,4732,
"Whoopi Goldberg: Direct from Broadway",movie,"Comedy, Documentary",1985,tt0457207,8.6,233,
"Letters to Santa",movie,"Comedy, Romance",2011,tt1927077,7.2,5073,
"The Apparition",movie,"Horror, Thriller",2012,tt1433822,4.1,20958,
"For Neda",movie,"Biography, Documentary, History",2010,tt1671630,7.8,328,
"Catcher: Cat City 2",movie,"Animation, Comedy, Fantasy",2007,tt0826570,5.2,2324,
"The Mutants",movie,Drama,1998,tt0120763,7.2,673,
"Fuga de cerebros 2",movie,"Comedy, Romance",2011,tt1861334,4.6,1187,
"Indiánské léto",movie,"Comedy, Drama, Romance",1995,tt0113420,7,284,
"Saving Pelican 895",movie,"Documentary, Short",2011,tt1868064,7.6,129,
Wanda,movie,"Crime, Drama",1970,tt0067961,7.1,6354,
"Westfront 1918",movie,"Drama, Romance, War",1930,tt0021542,7.3,2628,
"Tennessee Johnson",movie,"Biography, Drama",1942,tt0036419,6.5,698,
"Jack the Giant Slayer",movie,"Action, Adventure, Fantasy",2013,tt1351685,6.3,151525,
Widows,movie,"Comedy, Drama",2011,tt1785670,6.3,649,
"The Perfect Guy for My Girlfriend",movie,"Comedy, Romance",2009,tt1346281,4.2,794,PL
"The Ride",movie,"Comedy, Drama, Romance",1994,tt0110202,7.3,1173,
"To Rome with Love",movie,"Comedy, Music, Romance",2012,tt1859650,6.3,92154,
"Scooby-Doo! Music of the Vampire",movie,"Adventure, Animation, Comedy",2012,tt2162709,6.3,2615,
"China's Unnatural Disaster: The Tears of Sichuan Province",movie,Documentary,2009,tt1430809,7.3,415,
"Dope Sick Love",movie,Documentary,2005,tt0451041,7.3,1244,
"Citizen USA: A 50 State Road Trip",movie,Documentary,2011,tt2009450,5.5,237,
"Koran by Heart",movie,"Documentary, News",2011,tt1766189,7.3,399,
"Hamilton: In the Interest of the Nation",movie,"Action, Drama, Thriller",2012,tt1856014,6.3,8946,
"Taken 2",movie,"Action, Crime, Thriller",2012,tt1397280,6.2,330987,
"Gangster Squad",movie,"Action, Crime, Drama",2013,tt1321870,6.7,226193,
"The Guilt Trip",movie,"Comedy, Drama",2012,tt1694020,5.8,41226,
"Silver Linings Playbook",movie,"Comedy, Drama, Romance",2012,tt1045658,7.7,759773,
"Les Misérables",movie,"Drama, Musical, Romance",2012,tt1707386,7.5,354677,
"After Earth",movie,"Action, Adventure, Sci-Fi",2013,tt1815862,4.8,213356,
"How to Train Your Dragon 2",movie,"Action, Adventure, Animation",2014,tt1646971,7.8,381903,
"Blood of My Blood",movie,"Drama, Thriller",2011,tt1625155,7.3,2110,
Rafters,movie,Comedy,2006,tt0470079,5.7,812,
"Puss in Boots: The Three Diablos",movie,"Adventure, Animation, Comedy",2012,tt2268617,6.7,7149,
"From Up on Poppy Hill",movie,"Animation, Comedy, Drama",2011,tt1798188,7.4,56162,
"The Man with a Cloak",movie,"Crime, Drama, Mystery",1951,tt0043782,6.6,1492,
"Payment on Demand",movie,Drama,1951,tt0043910,6.9,1962,
"The Words",movie,"Drama, Mystery, Romance",2012,tt1840417,7,83225,
Uprise,movie,Drama,2008,tt1082144,4.9,119,
"Capitães da Areia",movie,Adventure,2011,tt1828148,6.3,1148,
"About Face: Supermodels Then and Now",movie,"Biography, Comedy, Documentary",2012,tt2085741,6.8,690,
Ethel,movie,"Biography, Documentary",2012,tt2076844,7.9,811,
"Four Suns",movie,"Comedy, Drama",2012,tt2106292,6.3,346,
"Nobody Walks",movie,Drama,2012,tt1907731,5.3,5288,
"Safety Not Guaranteed",movie,"Adventure, Comedy, Drama",2012,tt1862079,6.9,133140,
"Your Sister's Sister",movie,"Comedy, Drama, Romance",2011,tt1742336,6.7,28858,
"Inside the Space Station",movie,Documentary,2000,tt0271008,6.5,84,
"Mary, Mother of the Son of God",movie,Drama,2003,tt0380531,4.5,208,
"Tall Man Riding",movie,"Action, Drama, Western",1955,tt0048690,6.4,974,
"Love Lasts Three Years",movie,"Comedy, Romance",2011,tt1638328,6.1,5149,
"A Man's Story",movie,Documentary,2010,tt1409772,6.1,189,
"The Star",movie,"Drama, Romance",1952,tt0045186,7,4319,
"Take This Waltz",movie,"Comedy, Drama",2011,tt1592281,6.5,30820,
"Carol for Another Christmas",movie,"Drama, Fantasy",1964,tt0057916,6.6,1678,
"News from Home",movie,Documentary,1976,tt0076452,7.3,3219,
"Alois Nebel",movie,"Animation, Drama",2011,tt1374985,6.6,1654,
Stoker,movie,"Drama, Thriller",2013,tt1682180,6.7,116910,
"Big Eyes",movie,"Biography, Crime, Drama",2014,tt1126590,7,102439,
"Terminator Genisys",movie,"Action, Adventure, Sci-Fi",2015,tt1340138,6.3,300499,
"Pinochet's Last Stand",movie,Drama,2006,tt0783568,6.1,260,
Flight,movie,"Drama, Thriller",2012,tt1907668,7.3,387384,
"Back in the Hood: Gang War 2",movie,Documentary,2004,tt0429630,6.9,90,
"Trouble with the Curve",movie,"Drama, Romance, Sport",2012,tt2083383,6.8,70583,
"Here Comes the Boom",movie,"Action, Comedy, Sport",2012,tt1648179,6.4,97159,
"Life of Pi",movie,"Adventure, Drama, Fantasy",2012,tt0454876,7.9,685480,
"When Strangers Click",movie,Documentary,2011,tt1822369,5.6,188,
"The Terry Fox Story",movie,"Biography, Drama, Sport",1983,tt0086427,6.8,768,
"El paseo",movie,Comedy,2010,tt1815687,3.5,464,
"Journey to the Center of the Earth",movie,"Action, Adventure, Family",2008,tt0373051,5.8,136296,
"J. Edgar",movie,"Biography, Drama, Romance",2011,tt1616195,6.5,135845,
"The Burning Hills",movie,"Drama, Romance, Western",1956,tt0049036,5.8,962,
"Saving Face",movie,"Documentary, Drama, Short",2012,tt2140371,8,1550,
"Tweety's High-Flying Adventure",movie,"Adventure, Animation, Comedy",2000,tt0248575,5.7,933,
"Don't Play Us Cheap",movie,"Comedy, Musical, Romance",1972,tt0069996,5.7,420,
"The Door",movie,Drama,2012,tt1194577,6.4,2604,
"Game Change",movie,"Biography, Drama, History",2012,tt1848902,7.4,23821,
"The King of Pigs",movie,"Animation, Drama, Thriller",2011,tt2086830,6.7,1899,
Italianamerican,movie,Documentary,1974,tt0071680,7.6,4020,
"Insidious: Chapter 2",movie,"Horror, Mystery, Thriller",2013,tt2226417,6.6,196151,
"The Snows of Kilimanjaro",movie,"Comedy, Drama, Romance",2011,tt1852006,7.2,4248,
Will,movie,"Adventure, Drama, Family",2011,tt1636844,6.8,3531,
"Golden Chicken 2",movie,"Comedy, Drama",2003,tt0396030,6.4,515,
"Despicable Me 2",movie,"Adventure, Animation, Comedy",2013,tt1690953,7.3,444577,
Walkout,movie,Drama,2006,tt0452703,6.7,1612,
Tabu,movie,"Drama, Romance",2012,tt2153963,7.3,7805,
"I, You, He, She",movie,Drama,1974,tt0071690,6.6,3520,
Smithereens,movie,"Drama, Music",1982,tt0084698,6.7,2910,
Zarafa,movie,"Adventure, Animation, Family",2012,tt2077908,6.9,1956,
"The Wagons Roll at Night",movie,"Drama, Romance",1941,tt0034370,6.3,1320,
Eva,movie,"Drama, Romance",1962,tt0059160,6.4,2164,
"Love Cuts",movie,Drama,2010,tt2064854,5.1,41,
"One Night",movie,Drama,2012,tt1817286,6.2,1455,
"The Working Man",movie,"Comedy, Drama, Romance",1933,tt0024785,7.2,1324,
"The Minister",movie,Drama,2011,tt1781843,6.7,3070,
"Black Girl",movie,Drama,1966,tt0060758,7.4,6684,
"Small Apartments",movie,"Comedy, Crime, Drama",2012,tt1272886,6.1,8583,
"The Man Behind the Gun",movie,"Drama, Western",1953,tt0044872,6,844,
"Working Girls",movie,Drama,1986,tt0092238,6.8,2176,
Rush,movie,"Biography, Drama, Sport",2013,tt1979320,8.1,535070,
"Ben 10: Destroy All Aliens",movie,"Action, Animation, Family",2012,tt2290147,5.9,2306,
"Goodnight Moon & Other Sleepytime Tales",movie,"Animation, Family, Fantasy",1999,tt0239438,7.7,112,
"The Bling Ring",movie,"Biography, Crime, Drama",2013,tt2132285,5.6,94254,
RoboCop,movie,"Action, Crime, Sci-Fi",2014,tt1234721,6.1,244880,
"Rust and Bone",movie,"Drama, Romance",2012,tt2053425,7.4,71926,
"The Man with the Iron Fists",movie,Action,2012,tt1258972,5.4,64908,
"Zero Dark Thirty",movie,"Drama, History, Thriller",2012,tt1790885,7.4,330726,
"Witness Protection",movie,"Crime, Drama",1999,tt0191655,6.2,2244,
"Enter Nowhere",movie,"Mystery, Sci-Fi, Thriller",2011,tt1631707,6.5,13707,
"Normal the Düsseldorf Ripper",movie,"Crime, Drama, Thriller",2009,tt1342408,5.9,343,
"Panama Hattie",movie,"Comedy, Musical",1942,tt0035170,5.9,617,
"Visiting Room",movie,"Documentary, Drama, Romance",2011,tt2140645,7.7,107,
"The Oklahoman",movie,"Drama, Western",1957,tt0050797,6.4,696,
"Dumb and Dumber To",movie,Comedy,2014,tt2096672,5.6,149829,
"The Woman in Red",movie,Drama,1935,tt0027228,6.1,956,
"Original Cast Album: Company",movie,"Documentary, Music",1970,tt0293475,8,1168,
"The Hunger Games: Catching Fire",movie,"Action, Adventure, Sci-Fi",2013,tt1951264,7.5,748519,
"Westward the Women",movie,"Adventure, Drama, Western",1951,tt0044205,7.6,4100,
"Year of the Devil",movie,"Comedy, Drama, Fantasy",2002,tt0282917,7.3,1168,
"HOUBA! On the Trail of the Marsupilami",movie,"Adventure, Comedy, Family",2012,tt1723642,5.5,4436,
"The Amazing Spider-Man 2",movie,"Action, Adventure, Sci-Fi",2014,tt1872181,6.6,564302,
"The Machine to Kill Bad People",movie,"Comedy, Fantasy",1952,tt0040559,6.7,1020,
"Second Best",movie,Drama,1994,tt0111102,6.8,2038,
"Trail Street",movie,"Drama, Western",1947,tt0039908,6.3,870,
"God Is the Bigger Elvis",movie,"Biography, Documentary, Short",2012,tt2210633,6.9,644,
"Paradise: Love",movie,Drama,2012,tt1403214,7,10633,
Mud,movie,"Adventure, Drama",2012,tt1935179,7.4,194745,
"The Loving Story",movie,"Documentary, Drama, History",2011,tt1759682,7.7,988,
Vendetta,movie,"Drama, History",1999,tt0162735,6.1,1372,
"Heaven, Hell",movie,Documentary,2010,tt1686904,6.2,57,
"Kept Husbands",movie,"Drama, Romance",1931,tt0022021,5.9,713,
"It's Love I'm After",movie,"Comedy, Romance",1937,tt0029058,7.3,2793,
"The Magician and the Human Pump",movie,"Fantasy, Short",1901,tt0225662,6.5,799,
"The Brave One",movie,"Drama, Family",1956,tt0049030,6.5,1210,
"June Bride",movie,Comedy,1948,tt0040499,6.8,2171,
"The World's End",movie,"Action, Comedy, Sci-Fi",2013,tt1213663,6.9,306228,
"An Impossible Balancing Feat",movie,"Fantasy, Short",1902,tt0227866,6.1,562,
"Side Effects",movie,"Crime, Drama, Mystery",2013,tt2053463,7.1,201338,
"Captain Phillips",movie,"Action, Biography, Crime",2013,tt1535109,7.8,508052,
"Evil Dead",movie,Horror,2013,tt1288558,6.5,206116,
"Identity Thief",movie,"Comedy, Crime, Drama",2013,tt2024432,5.7,144531,
"The Hangover Part III",movie,"Comedy, Crime",2013,tt1951261,5.8,349069,
"Cloudy with a Chance of Meatballs 2",movie,"Adventure, Animation, Comedy",2013,tt1985966,6.3,120481,
"I Want You",movie,"Drama, Romance",2012,tt1797504,6.7,17200,
Westbound,movie,"Drama, Western",1958,tt0053441,6.5,1609,
Snowpiercer,movie,"Action, Sci-Fi, Thriller",2013,tt1706620,7.1,407130,
"White Mile",movie,"Drama, Sport, Thriller",1994,tt0111704,5.8,855,
"City Dump: The Story of the 1951 CCNY Basketball Scandal",movie,"Documentary, History, Sport",1998,tt0204969,7.3,67,
"Springfield Rifle",movie,"Drama, Thriller, War",1952,tt0045184,6.5,2446,
"The Body",movie,"Crime, Drama, Mystery",2012,tt1937149,7.6,76142,
"Stars in My Crown",movie,"Drama, Family, Western",1950,tt0042998,7.4,2649,
"Hemingway & Gellhorn",movie,"Biography, Drama, Romance",2012,tt0423455,6.3,10882,
"What's in a Name?",movie,"Comedy, Drama",2012,tt2179121,7.3,19291,
